age,workclass,education.num,marital.status,occupation,sex,race,capital.gain,capital.loss,hours.per.week,income,income_prediction,mitigated_prediction
70,Private,12,Divorced,Handlers-cleaners,Male,Black,0,0,33,>50K,>50K,1
40,Self-emp-not-inc,6,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,45,<=50K,<=50K,1
54,Self-emp-not-inc,9,Never-married,Handlers-cleaners,Male,White,0,0,38,<=50K,<=50K,0
70,Private,10,Married-civ-spouse,Exec-managerial,Female,White,0,0,45,<=50K,<=50K,1
54,Private,9,Married-civ-spouse,Tech-support,Female,White,0,0,50,<=50K,>50K,0
27,Local-gov,13,Never-married,Sales,Male,White,0,0,35,<=50K,>50K,0
27,Private,14,Never-married,Transport-moving,Male,White,0,3239,48,>50K,>50K,0
36,Private,5,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,73,<=50K,<=50K,0
34,Federal-gov,7,Married-civ-spouse,Prof-specialty,Male,Black,0,0,46,<=50K,<=50K,0
38,Private,6,Never-married,Transport-moving,Male,Other,0,0,59,<=50K,<=50K,0
31,Federal-gov,7,Married-civ-spouse,Tech-support,Male,White,0,0,45,<=50K,<=50K,0
26,Private,14,Married-civ-spouse,Prof-specialty,Male,White,0,0,28,>50K,>50K,0
63,Private,13,Divorced,Craft-repair,Female,White,0,0,43,<=50K,<=50K,1
18,State-gov,13,Never-married,Tech-support,Male,White,0,0,36,<=50K,<=50K,0
68,Private,14,Married-civ-spouse,Exec-managerial,Male,Black,0,0,32,>50K,>50K,1
62,Self-emp-inc,6,Never-married,Handlers-cleaners,Female,White,0,0,39,<=50K,<=50K,0
30,Self-emp-inc,7,Divorced,Machine-op-inspct,Male,White,0,0,38,<=50K,<=50K,0
21,Self-emp-not-inc,8,Married-civ-spouse,Farming-fishing,Male,Asian,0,0,27,<=50K,<=50K,0
18,Private,13,Never-married,Prof-specialty,Male,White,0,0,72,>50K,>50K,0
66,Private,7,Separated,Adm-clerical,Male,White,0,0,49,>50K,>50K,1
57,Local-gov,11,Married-civ-spouse,Adm-clerical,Female,White,0,0,42,>50K,<=50K,1
49,Private,7,Married-civ-spouse,Farming-fishing,Male,White,0,0,41,>50K,>50K,0
51,Private,11,Never-married,Sales,Male,White,0,0,54,>50K,<=50K,1
45,Private,11,Never-married,Sales,Female,White,0,0,64,<=50K,>50K,1
48,Private,13,Married-civ-spouse,Farming-fishing,Female,White,0,0,48,>50K,>50K,1
25,Local-gov,6,Divorced,Machine-op-inspct,Female,White,50456,0,41,<=50K,<=50K,0
56,Local-gov,10,Never-married,Exec-managerial,Male,White,0,0,57,<=50K,<=50K,1
43,State-gov,13,Never-married,Tech-support,Male,White,0,0,41,<=50K,<=50K,1
51,Private,6,Never-married,Machine-op-inspct,Female,White,0,0,45,<=50K,<=50K,0
71,Self-emp-not-inc,6,Married-civ-spouse,Transport-moving,Female,White,0,0,52,<=50K,<=50K,1
71,Private,9,Married-civ-spouse,Handlers-cleaners,Male,White,4936,0,35,>50K,>50K,1
20,Private,14,Never-married,Sales,Male,White,0,0,15,<=50K,<=50K,0
67,Private,14,Married-civ-spouse,Prof-specialty,Male,White,83632,1064,34,>50K,>50K,1
29,Local-gov,14,Divorced,Sales,Female,White,0,3433,49,<=50K,<=50K,0
18,Federal-gov,12,Married-civ-spouse,Adm-clerical,Male,White,0,0,48,<=50K,>50K,0
71,State-gov,15,Married-civ-spouse,Prof-specialty,Male,White,0,0,56,>50K,>50K,1
61,Local-gov,13,Divorced,Transport-moving,Male,White,0,0,35,>50K,>50K,1
22,Local-gov,6,Never-married,Transport-moving,Male,White,0,0,58,<=50K,<=50K,0
47,Private,9,Never-married,Handlers-cleaners,Female,White,0,0,42,<=50K,<=50K,0
47,Federal-gov,11,Divorced,Craft-repair,Male,White,0,0,47,>50K,>50K,0
74,Private,10,Married-civ-spouse,Adm-clerical,Female,White,0,0,50,>50K,>50K,1
34,Private,10,Married-civ-spouse,Farming-fishing,Female,White,0,0,23,<=50K,<=50K,0
65,Private,11,Never-married,Sales,Male,White,0,0,27,>50K,>50K,1
64,Private,7,Married-civ-spouse,Handlers-cleaners,Male,Black,0,0,27,>50K,>50K,1
40,Private,7,Never-married,Handlers-cleaners,Male,White,0,0,52,<=50K,<=50K,0
32,Private,14,Divorced,Craft-repair,Female,White,0,0,36,<=50K,<=50K,0
54,Private,13,Married-civ-spouse,Transport-moving,Male,White,0,2027,64,>50K,>50K,1
38,Local-gov,12,Never-married,Adm-clerical,Male,White,0,0,40,>50K,>50K,0
31,Self-emp-inc,9,Married-civ-spouse,Prof-specialty,Female,White,0,0,22,<=50K,<=50K,0
19,Private,10,Divorced,Adm-clerical,Male,White,0,0,31,<=50K,<=50K,0
28,Private,15,Married-civ-spouse,Adm-clerical,Female,White,0,0,41,>50K,>50K,1
68,Private,14,Married-civ-spouse,Sales,Male,White,0,0,46,>50K,>50K,1
56,Private,5,Divorced,Prof-specialty,Male,White,0,0,28,<=50K,<=50K,0
55,Private,14,Divorced,Machine-op-inspct,Female,White,0,0,46,<=50K,<=50K,1
51,State-gov,5,Never-married,Prof-specialty,Female,White,0,0,50,<=50K,<=50K,0
55,Private,8,Never-married,Handlers-cleaners,Male,White,0,0,32,<=50K,<=50K,0
67,Private,6,Never-married,Craft-repair,Female,Asian,0,0,63,<=50K,<=50K,0
51,Private,15,Married-civ-spouse,Adm-clerical,Female,White,7441,0,33,>50K,>50K,1
35,Private,11,Never-married,Prof-specialty,Male,Black,0,0,28,<=50K,<=50K,0
47,Private,6,Divorced,Handlers-cleaners,Female,White,0,0,21,<=50K,<=50K,0
32,Private,14,Married-civ-spouse,Tech-support,Male,White,0,0,54,<=50K,>50K,1
44,State-gov,6,Divorced,Transport-moving,Male,White,0,0,40,<=50K,<=50K,0
68,Private,9,Separated,Craft-repair,Male,White,0,0,34,<=50K,<=50K,1
51,Private,8,Married-civ-spouse,Exec-managerial,Female,White,0,0,22,<=50K,<=50K,0
69,Private,12,Never-married,Farming-fishing,Male,White,43500,0,35,>50K,>50K,1
74,Private,8,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,68,>50K,>50K,1
55,Private,10,Married-civ-spouse,Adm-clerical,Male,Black,0,0,14,<=50K,<=50K,1
50,Private,9,Married-civ-spouse,Craft-repair,Male,White,0,0,32,>50K,>50K,0
41,Private,15,Never-married,Transport-moving,Male,White,90451,0,61,>50K,>50K,1
32,Private,6,Married-civ-spouse,Prof-specialty,Female,White,0,0,54,<=50K,<=50K,0
47,Private,15,Never-married,Tech-support,Female,White,0,0,33,>50K,>50K,1
72,Private,12,Never-married,Exec-managerial,Male,White,0,0,42,>50K,>50K,0
59,Private,6,Never-married,Transport-moving,Female,White,58072,0,45,<=50K,<=50K,0
68,Private,13,Married-civ-spouse,Tech-support,Male,Black,0,0,41,>50K,>50K,1
34,Private,13,Separated,Farming-fishing,Female,White,0,0,61,<=50K,<=50K,0
22,Private,7,Never-married,Craft-repair,Male,White,0,0,44,<=50K,<=50K,0
46,Private,8,Divorced,Machine-op-inspct,Male,White,0,0,53,<=50K,>50K,0
21,Private,12,Never-married,Sales,Male,Asian,0,0,42,>50K,>50K,0
27,Private,13,Divorced,Craft-repair,Female,White,0,0,15,<=50K,<=50K,0
73,Private,7,Divorced,Exec-managerial,Male,White,0,0,25,>50K,>50K,0
34,Private,9,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,28,>50K,>50K,1
27,Local-gov,15,Divorced,Machine-op-inspct,Male,White,0,0,37,>50K,>50K,1
34,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,Male,White,0,0,64,<=50K,<=50K,1
37,Self-emp-inc,7,Married-civ-spouse,Sales,Male,White,70951,0,44,<=50K,<=50K,0
41,Local-gov,11,Never-married,Machine-op-inspct,Female,White,0,0,38,>50K,<=50K,0
22,State-gov,15,Separated,Handlers-cleaners,Female,White,0,0,54,>50K,>50K,1
51,Self-emp-not-inc,12,Separated,Transport-moving,Male,White,0,0,22,>50K,>50K,1
23,Private,14,Divorced,Machine-op-inspct,Female,White,0,0,34,<=50K,<=50K,0
70,Private,15,Never-married,Machine-op-inspct,Male,White,0,0,32,>50K,>50K,1
19,Private,7,Married-civ-spouse,Transport-moving,Female,White,49402,0,44,<=50K,>50K,0
30,Private,6,Never-married,Prof-specialty,Female,White,0,1581,50,<=50K,<=50K,0
60,State-gov,14,Married-civ-spouse,Farming-fishing,Male,White,0,0,45,>50K,>50K,1
60,Private,11,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,45,>50K,>50K,1
65,Self-emp-not-inc,13,Never-married,Machine-op-inspct,Male,White,0,0,35,>50K,>50K,1
28,Private,5,Married-civ-spouse,Sales,Male,Black,0,0,43,<=50K,<=50K,0
68,Private,7,Married-civ-spouse,Tech-support,Female,White,0,0,29,<=50K,<=50K,0
64,Private,9,Never-married,Prof-specialty,Male,White,0,0,48,>50K,>50K,1
74,Private,7,Married-civ-spouse,Adm-clerical,Male,White,0,0,33,<=50K,<=50K,1
40,Private,5,Married-civ-spouse,Prof-specialty,Male,White,0,0,26,<=50K,<=50K,0
72,Self-emp-not-inc,11,Married-civ-spouse,Transport-moving,Female,White,0,0,40,>50K,<=50K,1
33,Local-gov,11,Married-civ-spouse,Sales,Male,White,0,0,17,>50K,<=50K,0
48,Local-gov,14,Married-civ-spouse,Farming-fishing,Male,White,0,0,57,>50K,>50K,1
28,Private,12,Never-married,Craft-repair,Female,White,0,0,49,<=50K,<=50K,0
71,Local-gov,9,Married-civ-spouse,Sales,Female,White,0,0,44,>50K,>50K,1
33,Private,14,Never-married,Exec-managerial,Male,White,0,0,20,<=50K,<=50K,0
25,Private,9,Married-civ-spouse,Transport-moving,Male,White,0,0,31,<=50K,<=50K,0
21,Self-emp-not-inc,9,Divorced,Tech-support,Male,White,0,0,40,<=50K,<=50K,0
57,Private,5,Never-married,Exec-managerial,Male,Black,0,0,36,<=50K,<=50K,0
21,Private,14,Never-married,Exec-managerial,Male,Asian,0,0,19,<=50K,<=50K,0
73,Private,9,Never-married,Farming-fishing,Female,White,47172,3006,24,>50K,>50K,1
42,Self-emp-not-inc,10,Never-married,Adm-clerical,Male,White,0,0,36,>50K,>50K,0
20,Private,5,Married-civ-spouse,Craft-repair,Male,White,0,0,24,<=50K,<=50K,0
49,Private,15,Divorced,Machine-op-inspct,Male,White,0,0,56,>50K,>50K,1
20,Private,11,Never-married,Handlers-cleaners,Female,White,0,0,45,<=50K,<=50K,0
44,Self-emp-not-inc,5,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,30,<=50K,<=50K,0
46,Local-gov,15,Married-civ-spouse,Exec-managerial,Female,White,79108,3604,54,>50K,>50K,1
49,Private,6,Married-civ-spouse,Prof-specialty,Male,White,0,0,51,<=50K,<=50K,0
67,Private,6,Never-married,Handlers-cleaners,Male,White,0,0,43,>50K,>50K,0
68,Private,9,Married-civ-spouse,Farming-fishing,Female,White,0,0,39,>50K,>50K,1
36,Private,14,Married-civ-spouse,Craft-repair,Male,White,0,0,36,<=50K,>50K,1
38,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Female,White,0,0,33,<=50K,<=50K,0
22,Private,5,Never-married,Transport-moving,Male,Other,0,0,23,<=50K,<=50K,0
35,Private,14,Married-civ-spouse,Tech-support,Male,White,0,0,58,>50K,>50K,1
45,Self-emp-not-inc,5,Married-civ-spouse,Exec-managerial,Female,White,0,0,33,<=50K,<=50K,0
59,Private,5,Never-married,Prof-specialty,Male,Black,0,0,40,<=50K,>50K,0
39,Self-emp-not-inc,10,Separated,Farming-fishing,Female,Other,0,0,29,<=50K,<=50K,0
38,Self-emp-inc,6,Never-married,Handlers-cleaners,Male,White,0,0,36,<=50K,<=50K,0
23,Self-emp-not-inc,5,Never-married,Exec-managerial,Male,White,0,0,74,<=50K,<=50K,0
18,Private,10,Married-civ-spouse,Craft-repair,Female,White,0,0,31,<=50K,<=50K,0
22,Private,6,Married-civ-spouse,Prof-specialty,Male,White,0,0,57,<=50K,<=50K,0
58,State-gov,10,Married-civ-spouse,Adm-clerical,Male,White,0,0,39,>50K,>50K,1
29,Private,14,Never-married,Adm-clerical,Male,White,0,0,48,>50K,>50K,0
43,Private,12,Married-civ-spouse,Handlers-cleaners,Male,White,17120,0,54,>50K,>50K,1
63,Private,6,Never-married,Tech-support,Male,White,0,0,43,<=50K,<=50K,0
51,Private,15,Widowed,Adm-clerical,Male,White,0,0,35,>50K,>50K,1
66,Local-gov,13,Married-civ-spouse,Exec-managerial,Female,White,58443,0,37,>50K,>50K,1
31,Private,12,Married-civ-spouse,Craft-repair,Female,White,0,0,38,<=50K,<=50K,0
43,Private,14,Married-civ-spouse,Tech-support,Female,White,0,0,62,>50K,>50K,1
62,Local-gov,5,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,22,<=50K,<=50K,0
44,Local-gov,11,Married-civ-spouse,Craft-repair,Male,White,0,0,18,<=50K,<=50K,0
26,Private,14,Never-married,Exec-managerial,Male,White,0,0,19,>50K,>50K,0
43,Private,10,Married-civ-spouse,Exec-managerial,Female,Black,0,0,29,<=50K,<=50K,0
74,Private,10,Married-civ-spouse,Transport-moving,Female,White,0,0,48,>50K,>50K,1
64,Private,10,Married-civ-spouse,Tech-support,Male,White,0,0,49,>50K,>50K,1
74,Local-gov,10,Separated,Craft-repair,Male,White,0,0,32,>50K,>50K,1
39,Private,14,Never-married,Tech-support,Male,White,0,0,39,<=50K,<=50K,1
64,Private,11,Never-married,Handlers-cleaners,Male,White,0,0,26,<=50K,<=50K,1
73,Private,7,Widowed,Sales,Female,White,0,0,27,<=50K,<=50K,0
47,Private,10,Divorced,Tech-support,Male,White,0,833,46,>50K,>50K,0
60,Private,7,Married-civ-spouse,Adm-clerical,Male,White,0,0,52,>50K,>50K,1
65,Private,11,Married-civ-spouse,Exec-managerial,Female,White,0,0,34,>50K,>50K,1
34,Self-emp-not-inc,11,Married-civ-spouse,Transport-moving,Male,White,0,0,59,<=50K,>50K,1
43,Private,12,Never-married,Machine-op-inspct,Male,White,0,0,51,>50K,>50K,1
53,Local-gov,6,Married-civ-spouse,Transport-moving,Male,Asian,0,0,59,<=50K,<=50K,0
18,Private,13,Married-civ-spouse,Craft-repair,Female,White,0,0,36,<=50K,<=50K,0
25,Private,9,Never-married,Handlers-cleaners,Female,White,0,0,58,<=50K,<=50K,0
66,Private,13,Never-married,Handlers-cleaners,Male,White,0,0,66,>50K,>50K,1
52,Private,14,Never-married,Machine-op-inspct,Female,White,0,0,35,<=50K,<=50K,1
69,Private,9,Married-civ-spouse,Tech-support,Male,White,0,0,38,>50K,>50K,1
32,Private,11,Never-married,Tech-support,Female,White,0,0,28,<=50K,<=50K,0
64,Self-emp-not-inc,15,Divorced,Craft-repair,Female,White,0,0,26,>50K,>50K,1
73,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Female,White,0,0,26,>50K,>50K,1
39,Private,8,Never-married,Prof-specialty,Male,White,0,0,30,<=50K,>50K,0
31,Private,6,Separated,Tech-support,Female,White,0,0,43,<=50K,<=50K,0
43,Local-gov,13,Married-civ-spouse,Craft-repair,Female,White,0,0,30,>50K,>50K,1
45,Private,6,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,42,<=50K,<=50K,0
40,State-gov,7,Divorced,Sales,Female,White,0,0,43,<=50K,<=50K,1
31,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,34,>50K,>50K,1
41,Private,6,Never-married,Tech-support,Female,White,0,0,39,<=50K,<=50K,0
19,Private,7,Married-civ-spouse,Prof-specialty,Male,White,0,0,33,<=50K,<=50K,0
62,Private,10,Never-married,Exec-managerial,Female,White,0,0,36,>50K,>50K,1
43,Self-emp-not-inc,7,Never-married,Adm-clerical,Male,White,0,0,30,<=50K,<=50K,0
31,Private,14,Divorced,Sales,Male,Black,0,0,41,<=50K,>50K,0
73,Self-emp-not-inc,12,Married-civ-spouse,Transport-moving,Male,White,0,0,32,>50K,>50K,1
68,Private,15,Married-civ-spouse,Tech-support,Male,White,0,0,26,>50K,>50K,1
24,Private,10,Married-civ-spouse,Transport-moving,Male,White,0,0,47,<=50K,<=50K,0
20,Private,11,Married-civ-spouse,Prof-specialty,Male,White,0,0,47,<=50K,>50K,0
64,Private,5,Married-civ-spouse,Tech-support,Male,White,0,0,53,>50K,>50K,1
40,Private,7,Never-married,Prof-specialty,Male,White,0,0,27,<=50K,<=50K,0
63,Private,7,Married-civ-spouse,Farming-fishing,Male,White,0,0,34,>50K,>50K,1
60,Private,6,Never-married,Prof-specialty,Female,White,0,0,42,<=50K,<=50K,0
64,Private,11,Married-civ-spouse,Craft-repair,Male,White,0,0,33,<=50K,>50K,1
62,Private,13,Never-married,Craft-repair,Female,White,0,0,46,>50K,>50K,1
35,Self-emp-not-inc,8,Widowed,Transport-moving,Female,Black,57959,0,45,<=50K,<=50K,0
55,Private,9,Married-civ-spouse,Farming-fishing,Male,White,0,0,45,>50K,>50K,1
52,Private,7,Never-married,Prof-specialty,Male,White,0,0,57,>50K,>50K,0
68,Federal-gov,15,Never-married,Adm-clerical,Female,White,0,0,47,>50K,>50K,1
32,Federal-gov,13,Never-married,Transport-moving,Male,White,0,0,41,<=50K,>50K,0
42,Private,8,Never-married,Exec-managerial,Male,White,0,0,37,<=50K,<=50K,0
72,Private,9,Married-civ-spouse,Craft-repair,Male,White,0,0,38,<=50K,<=50K,1
54,Self-emp-not-inc,5,Married-civ-spouse,Exec-managerial,Female,White,0,0,27,<=50K,<=50K,0
45,Self-emp-not-inc,15,Married-civ-spouse,Exec-managerial,Male,White,0,0,18,>50K,>50K,1
27,Self-emp-not-inc,6,Divorced,Farming-fishing,Male,White,0,0,45,<=50K,<=50K,0
56,Private,13,Widowed,Transport-moving,Female,White,0,0,54,>50K,>50K,1
74,Private,6,Never-married,Handlers-cleaners,Female,White,0,0,36,>50K,>50K,0
34,Private,9,Married-civ-spouse,Transport-moving,Male,Black,0,0,59,<=50K,>50K,0
56,Self-emp-not-inc,12,Never-married,Handlers-cleaners,Male,White,0,0,37,>50K,<=50K,1
39,Private,7,Never-married,Prof-specialty,Female,White,0,0,16,<=50K,<=50K,0
43,Private,10,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,51,>50K,>50K,1
61,Self-emp-not-inc,8,Married-civ-spouse,Tech-support,Male,Asian,0,0,34,>50K,>50K,1
42,Private,15,Married-civ-spouse,Prof-specialty,Male,White,0,0,52,>50K,>50K,0
34,Private,11,Never-married,Handlers-cleaners,Female,White,0,0,24,<=50K,<=50K,0
30,Private,14,Never-married,Adm-clerical,Male,White,0,0,44,>50K,>50K,0
37,Private,7,Married-civ-spouse,Exec-managerial,Female,White,0,0,30,<=50K,<=50K,0
42,Private,10,Married-civ-spouse,Prof-specialty,Female,White,0,0,42,>50K,>50K,0
21,Private,14,Never-married,Exec-managerial,Male,White,0,3571,49,<=50K,<=50K,0
27,Private,13,Separated,Machine-op-inspct,Male,Other,0,0,46,>50K,<=50K,0
20,Private,15,Never-married,Transport-moving,Male,White,0,0,40,>50K,>50K,0
58,Private,14,Never-married,Handlers-cleaners,Male,White,0,0,23,>50K,>50K,1
62,Private,5,Married-civ-spouse,Exec-managerial,Male,White,0,0,48,<=50K,>50K,0
35,Private,7,Divorced,Handlers-cleaners,Female,White,0,0,52,<=50K,<=50K,0
64,Private,6,Married-civ-spouse,Exec-managerial,Male,Black,0,0,27,>50K,>50K,0
53,Private,12,Never-married,Adm-clerical,Female,White,25723,0,29,<=50K,<=50K,1
64,Private,11,Married-civ-spouse,Sales,Male,White,0,0,52,>50K,>50K,1
39,Private,6,Never-married,Adm-clerical,Male,White,0,0,37,<=50K,<=50K,0
51,Private,10,Married-civ-spouse,Craft-repair,Male,White,0,0,29,>50K,>50K,1
64,Private,7,Never-married,Handlers-cleaners,Male,White,0,0,43,<=50K,<=50K,0
25,Private,12,Married-civ-spouse,Adm-clerical,Female,White,0,0,32,<=50K,<=50K,0
57,Federal-gov,14,Married-civ-spouse,Tech-support,Male,White,0,0,41,>50K,>50K,1
66,Private,7,Never-married,Handlers-cleaners,Male,Asian,30974,2421,35,<=50K,>50K,0
61,Private,14,Married-civ-spouse,Farming-fishing,Male,White,0,0,36,>50K,>50K,1
36,Private,13,Separated,Transport-moving,Male,Asian,99746,0,53,>50K,>50K,1
59,Self-emp-not-inc,5,Divorced,Transport-moving,Male,White,0,1283,10,<=50K,<=50K,0
58,Private,9,Divorced,Craft-repair,Male,White,0,0,46,<=50K,>50K,0
54,Private,7,Never-married,Tech-support,Female,White,0,0,51,<=50K,<=50K,0
23,Private,10,Never-married,Craft-repair,Male,White,0,0,32,<=50K,<=50K,0
69,Private,14,Divorced,Prof-specialty,Female,White,0,0,51,>50K,>50K,1
43,State-gov,6,Never-married,Handlers-cleaners,Male,White,0,0,28,<=50K,<=50K,0
51,Private,13,Married-civ-spouse,Tech-support,Male,White,0,0,32,>50K,>50K,1
73,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,30,>50K,>50K,1
62,Private,11,Divorced,Exec-managerial,Male,White,0,0,51,<=50K,<=50K,1
23,Private,9,Married-civ-spouse,Farming-fishing,Male,White,0,0,19,<=50K,<=50K,0
54,Private,13,Divorced,Handlers-cleaners,Male,White,0,0,59,>50K,>50K,1
74,Private,5,Married-civ-spouse,Farming-fishing,Male,White,0,0,36,>50K,>50K,1
50,Private,9,Married-civ-spouse,Tech-support,Male,White,23150,0,47,>50K,>50K,1
70,Private,15,Never-married,Exec-managerial,Male,White,0,0,46,>50K,>50K,1
39,Private,14,Divorced,Craft-repair,Female,Black,0,0,41,<=50K,<=50K,1
38,Self-emp-not-inc,15,Widowed,Handlers-cleaners,Male,White,0,0,32,>50K,>50K,1
23,Private,10,Never-married,Exec-managerial,Male,White,0,1617,54,<=50K,<=50K,0
23,Private,11,Married-civ-spouse,Farming-fishing,Male,White,0,0,33,<=50K,<=50K,0
72,Private,8,Married-civ-spouse,Sales,Male,White,0,0,31,<=50K,>50K,1
65,Private,5,Married-civ-spouse,Tech-support,Male,White,0,0,50,>50K,>50K,1
21,Private,15,Never-married,Tech-support,Male,White,0,0,41,<=50K,<=50K,0
47,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,Male,Black,0,0,56,>50K,>50K,1
28,State-gov,14,Married-civ-spouse,Farming-fishing,Male,White,0,0,39,>50K,>50K,1
47,Private,8,Never-married,Prof-specialty,Male,White,0,0,32,<=50K,<=50K,0
48,Private,7,Never-married,Craft-repair,Male,White,0,0,43,<=50K,<=50K,0
41,Private,11,Married-civ-spouse,Farming-fishing,Male,White,0,0,34,<=50K,<=50K,0
72,Federal-gov,6,Married-civ-spouse,Adm-clerical,Male,White,22966,0,32,>50K,>50K,1
26,Private,12,Never-married,Transport-moving,Male,White,0,0,49,<=50K,<=50K,0
72,Private,10,Never-married,Transport-moving,Female,White,32423,0,61,<=50K,>50K,1
20,State-gov,11,Married-civ-spouse,Handlers-cleaners,Male,Black,22302,0,37,<=50K,<=50K,0
68,Self-emp-inc,9,Married-civ-spouse,Machine-op-inspct,Male,White,62064,1249,28,>50K,>50K,1
48,Private,13,Never-married,Handlers-cleaners,Male,White,0,1131,38,<=50K,<=50K,1
57,Local-gov,9,Never-married,Prof-specialty,Female,White,0,0,46,<=50K,<=50K,0
54,Private,15,Never-married,Exec-managerial,Male,White,0,0,43,>50K,>50K,0
53,Private,9,Divorced,Machine-op-inspct,Male,White,0,0,54,>50K,>50K,1
41,Private,7,Never-married,Exec-managerial,Male,White,0,0,47,<=50K,<=50K,0
48,Federal-gov,15,Married-civ-spouse,Transport-moving,Male,White,0,0,26,>50K,>50K,1
23,Private,5,Married-civ-spouse,Transport-moving,Male,White,0,0,34,<=50K,<=50K,0
19,Private,6,Never-married,Transport-moving,Male,White,0,0,23,<=50K,<=50K,0
37,State-gov,12,Divorced,Farming-fishing,Female,Asian,0,1959,53,<=50K,<=50K,0
45,Private,5,Never-married,Prof-specialty,Male,White,0,0,16,<=50K,<=50K,0
28,Self-emp-not-inc,11,Married-civ-spouse,Adm-clerical,Female,Black,0,0,24,<=50K,<=50K,0
21,Private,9,Never-married,Handlers-cleaners,Female,Asian,0,0,33,<=50K,<=50K,0
32,Private,7,Married-civ-spouse,Exec-managerial,Male,White,0,0,46,<=50K,<=50K,0
23,Private,15,Never-married,Sales,Male,White,0,0,33,<=50K,>50K,0
71,Local-gov,11,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,35,>50K,>50K,1
66,Private,13,Never-married,Tech-support,Male,White,0,0,35,>50K,>50K,1
47,Private,6,Never-married,Craft-repair,Male,White,0,0,42,<=50K,>50K,0
73,Private,12,Married-civ-spouse,Machine-op-inspct,Female,White,2769,0,25,>50K,>50K,1
55,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Female,Black,0,0,28,>50K,>50K,1
68,Private,15,Divorced,Prof-specialty,Male,White,0,0,60,>50K,>50K,1
74,Private,7,Never-married,Transport-moving,Male,White,0,0,44,>50K,>50K,1
19,Private,6,Married-civ-spouse,Tech-support,Female,White,0,0,49,<=50K,<=50K,0
32,Federal-gov,11,Married-civ-spouse,Craft-repair,Female,Asian,0,0,40,<=50K,<=50K,0
28,Private,9,Married-civ-spouse,Exec-managerial,Female,White,0,0,38,<=50K,<=50K,0
25,Private,9,Separated,Adm-clerical,Male,Other,0,0,45,<=50K,<=50K,0
43,State-gov,14,Married-civ-spouse,Transport-moving,Male,White,99679,0,48,>50K,>50K,1
68,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Male,White,0,0,50,<=50K,<=50K,1
62,Private,8,Never-married,Sales,Male,White,0,0,38,<=50K,<=50K,0
61,State-gov,9,Never-married,Sales,Male,White,0,0,51,<=50K,>50K,1
22,Private,8,Married-civ-spouse,Prof-specialty,Male,White,0,0,10,<=50K,<=50K,0
23,Private,10,Widowed,Sales,Female,White,0,0,50,<=50K,<=50K,0
43,Private,8,Never-married,Adm-clerical,Male,White,0,0,34,<=50K,<=50K,0
71,Private,6,Divorced,Prof-specialty,Male,White,0,0,46,>50K,>50K,0
21,Self-emp-not-inc,13,Married-civ-spouse,Machine-op-inspct,Male,White,0,298,32,>50K,>50K,0
36,Private,6,Never-married,Adm-clerical,Male,Black,0,0,24,<=50K,<=50K,0
37,Private,13,Married-civ-spouse,Prof-specialty,Male,White,0,0,44,<=50K,>50K,1
50,Private,14,Married-civ-spouse,Adm-clerical,Male,White,0,0,21,>50K,>50K,1
37,Private,10,Married-civ-spouse,Sales,Female,White,0,0,35,<=50K,<=50K,0
66,Private,13,Never-married,Machine-op-inspct,Male,White,0,0,30,>50K,>50K,1
29,Private,13,Divorced,Adm-clerical,Male,White,11046,0,37,<=50K,>50K,0
64,Private,7,Never-married,Machine-op-inspct,Male,White,0,0,49,>50K,>50K,0
18,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Female,White,0,0,34,<=50K,<=50K,0
43,Private,5,Never-married,Adm-clerical,Male,White,0,0,43,<=50K,<=50K,0
31,Private,7,Never-married,Handlers-cleaners,Female,White,0,0,48,<=50K,<=50K,0
55,Private,9,Married-civ-spouse,Transport-moving,Male,White,0,0,32,>50K,<=50K,0
54,Private,7,Never-married,Sales,Male,White,0,0,32,<=50K,>50K,0
28,State-gov,13,Married-civ-spouse,Exec-managerial,Male,White,0,0,56,>50K,>50K,1
53,Self-emp-not-inc,13,Never-married,Machine-op-inspct,Male,White,0,0,39,>50K,>50K,1
30,Private,7,Married-civ-spouse,Sales,Female,White,0,0,46,<=50K,<=50K,0
60,Private,7,Divorced,Tech-support,Male,White,0,0,46,<=50K,<=50K,0
20,Private,9,Separated,Handlers-cleaners,Female,Asian,0,0,25,<=50K,<=50K,0
